1644528777,1,"島根県東部",35.4,133.1,10,4,4.3,1,"予報",\N,1644528769
1644528779,1,"島根県東部",35.4,133.1,10,3,4.2,2,"予報",\N,1644528770
1644528781,1,"島根県東部",35.4,133,10,4,4.3,3,"予報",\N,1644528770
1644528783,1,"島根県東部",35.4,133,10,4,4.3,4,"予報",\N,1644528770
1644528803,1,"島根県東部",35.4,133,10,4,4.3,5,"予報",\N,1644528770
1644528823,1,"島根県東部",35.4,133,10,4,4.4,6,"予報",\N,1644528770
1644528830,1,"島根県東部",35.4,133,10,4,4.4,7,"予報",\N,1644528770
1644537929,1,"福島県沖",37,141.3,10,2,3.5,1,"予報",\N,1644537893
1644537930,1,"福島県沖",37,141.3,10,2,3.5,2,"予報",\N,1644537893
1644537950,1,"福島県沖",37,141.3,10,2,3.5,3,"予報",\N,1644537893
1644537951,1,"福島県沖",37,141.3,10,2,3.5,4,"予報",\N,1644537893
1644583917,1,"台湾付近",24.1,121.9,10,2,4.9,1,"予報",\N,1644583884
1644583918,1,"与那国島近海",24.3,122.7,10,2,4,2,"予報",\N,1644583898
1644583920,1,"台湾付近",24.1,122.1,10,2,4.7,3,"予報",\N,1644583888
1644583923,1,"台湾付近",24.1,121.5,10,2,5,4,"予報",\N,1644583879
1644583925,1,"台湾付近",24.1,121.9,10,2,4.9,5,"予報",\N,1644583883
1644583933,1,"台湾付近",24,121.8,10,2,4.9,6,"予報",\N,1644583882
1644583951,1,"台湾付近",24,121.8,10,2,4.9,7,"予報",\N,1644583882
