1644699665,1,"十勝地方中部",42.7,143.5,80,2,3.8,1,"予報",\N,1644699646
1644699667,1,"十勝地方中部",42.7,143.5,80,2,3.8,2,"予報",\N,1644699646
1644699687,1,"十勝地方中部",42.7,143.6,70,2,3.5,3,"予報",\N,1644699647
1644699707,1,"十勝地方中部",42.7,143.6,70,2,3.5,4,"予報",\N,1644699647
1644714384,1,"福島県沖",37.1,141,100,1,3.5,1,"予報",\N,1644714356
1644714400,1,"福島県沖",37.1,141,100,1,3.5,2,"予報",\N,1644714356
1644714417,1,"福島県沖",37.1,141,100,1,3.5,3,"予報",\N,1644714356
1644715739,1,"根室半島南東沖",43,146.6,10,1,3.5,1,"予報",\N,1644715706
1644715753,1,"根室半島南東沖",43.1,146.6,10,1,3.8,2,"予報",\N,1644715707
1644715767,1,"根室半島南東沖",43.2,146,50,1,3.3,3,"予報",\N,1644715715
1644715776,1,"根室半島南東沖",43.2,146,50,1,3.3,4,"予報",\N,1644715715
1644735053,1,"十勝沖",42.4,144.1,70,3,4.4,1,"予報",\N,1644735033
1644735056,1,"十勝沖",42.4,144.1,70,3,4.4,2,"予報",\N,1644735033
1644735057,1,"十勝沖",42.4,144.1,70,3,4.4,3,"予報",\N,1644735033
1644735076,1,"十勝沖",42.4,144.1,70,3,4.6,5,"予報",\N,1644735033
1644735095,1,"十勝沖",42.4,144.1,70,3,4.6,6,"予報",\N,1644735033
1644741328,1,"宮城県沖",38.5,142.2,50,2,3.5,1,"予報",\N,1644741298
1644741337,1,"宮城県沖",38.5,142.2,50,2,3.5,2,"予報",\N,1644741298
1644741350,1,"宮城県沖",38.5,142.2,50,2,3.5,3,"予報",\N,1644741298
1644753211,1,"釧路沖",42.3,144.6,50,2,3.9,1,"予報",\N,1644753189
1644753221,1,"釧路沖",42.4,144.6,60,2,4,2,"予報",\N,1644753188
1644753226,1,"釧路沖",42.4,144.6,60,2,4,3,"予報",\N,1644753188
1644753246,1,"釧路沖",42.3,144.6,60,2,4.1,4,"予報",\N,1644753188
1644753248,1,"釧路沖",42.3,144.6,60,2,4.1,5,"予報",\N,1644753188
