1645405985,1,"茨城県沖",36.2,140.9,50,3,4,1,"予報",\N,1645405971
1645405988,1,"茨城県沖",36.2,141,50,3,4.9,2,"予報",\N,1645405971
1645405989,1,"茨城県沖",36.2,141,50,3,4.9,3,"予報",\N,1645405971
1645406009,1,"茨城県沖",36.2,141,40,3,4.1,4,"予報",\N,1645405971
1645406020,1,"茨城県沖",36.2,141,30,3,4.2,5,"予報",\N,1645405971
1645410285,1,"奄美大島北東沖",28.7,130.5,10,3,5.1,1,"予報",\N,1645410268
1645410288,1,"奄美大島北東沖",28.7,130.5,10,3,5.1,2,"予報",\N,1645410268
1645410289,1,"奄美大島北東沖",28.8,130.4,10,3,5,3,"予報",\N,1645410268
1645410291,1,"奄美大島北東沖",28.7,130.4,10,3,5.1,5,"予報",\N,1645410268
1645410292,1,"奄美大島北東沖",28.7,130.3,60,2,4.6,6,"予報",\N,1645410269
1645410311,1,"奄美大島近海",28.7,130.2,50,2,4.5,7,"予報",\N,1645410270
1645410331,1,"奄美大島近海",28.7,130.2,50,2,4.5,8,"予報",\N,1645410270
