1645149133,1,"浦河沖",42,142.3,70,2,3.5,1,"予報",\N,1645149100
1645149142,1,"浦河沖",42,142.3,70,2,3.5,2,"予報",\N,1645149100
1645149159,1,"浦河沖",42,142.3,70,2,3.5,3,"予報",\N,1645149100
1645152920,1,"宮城県沖",38.2,141.7,40,3,4.7,1,"予報",\N,1645152907
1645152921,1,"宮城県沖",38.2,141.8,40,3,4.8,2,"予報",\N,1645152907
1645152923,1,"宮城県沖",38.2,141.8,50,4,5.3,3,"予報",\N,1645152906
1645152924,1,"宮城県沖",38.2,141.8,50,4,5.3,4,"予報",\N,1645152906
1645152929,1,"宮城県沖",38.2,141.7,50,4,5,5,"予報",\N,1645152906
1645152933,1,"宮城県沖",38.2,141.8,50,4,5.1,6,"予報",\N,1645152906
1645152935,1,"宮城県沖",38.2,141.8,50,4,5,7,"予報",\N,1645152906
1645152944,1,"宮城県沖",38.1,141.8,50,4,5,8,"予報",\N,1645152906
1645152964,1,"宮城県沖",38.1,141.8,50,4,5.2,9,"予報",\N,1645152906
