1645462625,1,"根室半島南東沖",43.2,145.6,110,2,4.2,1,"予報",\N,1645462593
1645462639,1,"根室地方南部",43.2,145.5,110,2,3.8,2,"予報",\N,1645462594
1645462659,1,"根室地方南部",43.2,145.4,100,2,3.6,3,"予報",\N,1645462595
1645462662,1,"根室地方南部",43.2,145.4,100,2,3.6,4,"予報",\N,1645462595
1645471745,1,"福島県沖",37.7,141.8,50,2,3.6,1,"予報",\N,1645471694
1645471747,1,"福島県沖",37.7,141.8,50,2,3.6,2,"予報",\N,1645471694
1645495537,1,"福島県沖",37.7,141.7,50,2,3.6,1,"予報",\N,1645495518
1645495557,1,"福島県沖",37.7,141.9,40,2,3.7,2,"予報",\N,1645495517
1645495569,1,"福島県沖",37.7,141.8,50,2,3.6,3,"予報",\N,1645495517
1645532657,1,"浦河沖",42.2,142.5,70,2,3.5,1,"予報",\N,1645532630
1645532670,1,"浦河沖",42.2,142.5,70,2,3.5,2,"予報",\N,1645532630
1645532685,1,"浦河沖",42.2,142.5,70,2,3.5,3,"予報",\N,1645532630
