1647075033,1,"青森県東方沖",41.3,142.3,50,2,3.5,1,"予報",\N,1647075010
1647075050,1,"青森県東方沖",41.3,142.3,40,1,3.4,2,"予報",\N,1647075010
1647075062,1,"青森県東方沖",41.3,142.3,40,1,3.4,3,"予報",\N,1647075010
1647079258,1,"能登半島沖",37.6,137.2,10,3,3.9,2,"予報",\N,1647079247
1647079259,1,"能登半島沖",37.6,137.2,10,3,3.9,3,"予報",\N,1647079247
1647079263,1,"石川県能登地方",37.5,137.2,10,3,3.8,4,"予報",\N,1647079247
1647079266,1,"石川県能登地方",37.5,137.3,10,3,3.7,5,"予報",\N,1647079247
1647079279,1,"能登半島沖",37.6,137.3,10,3,3.8,6,"予報",\N,1647079246
1647079282,1,"能登半島沖",37.6,137.3,10,3,3.8,7,"予報",\N,1647079246
1647082246,1,"能登半島沖",37.6,137.3,10,3,3.8,2,"予報",\N,1647082235
1647082247,1,"能登半島沖",37.6,137.3,10,3,3.8,3,"予報",\N,1647082235
1647082251,1,"石川県能登地方",37.5,137.3,10,3,3.6,4,"予報",\N,1647082235
1647082252,1,"石川県能登地方",37.5,137.3,20,3,3.8,5,"予報",\N,1647082234
1647082267,1,"石川県能登地方",37.5,137.3,20,3,3.8,6,"予報",\N,1647082234
1647082271,1,"石川県能登地方",37.5,137.3,20,3,3.8,7,"予報",\N,1647082234
