1647530625,1,"福島県沖",37.8,141.6,50,2,3.5,1,"予報",\N,1647530604
1647530642,1,"福島県沖",37.8,141.6,50,2,3.4,2,"予報",\N,1647530604
1647530655,1,"福島県沖",37.8,141.6,50,2,3.4,3,"予報",\N,1647530604
1647541919,1,"福島県沖",37.8,141.7,40,2,3.5,1,"予報",\N,1647541899
1647541937,1,"福島県沖",37.8,141.7,50,1,3.4,2,"予報",\N,1647541898
1647541949,1,"福島県沖",37.8,141.7,50,1,3.4,3,"予報",\N,1647541898
1647545173,1,"宮城県沖",37.9,141.8,40,2,3.7,1,"予報",\N,1647545151
1647545191,1,"宮城県沖",37.9,141.9,40,2,3.5,2,"予報",\N,1647545151
1647545201,1,"宮城県沖",37.9,141.9,40,2,3.5,3,"予報",\N,1647545151
1647547033,1,"宮城県沖",38,141.8,50,2,3.8,1,"予報",\N,1647547013
1647547052,1,"宮城県沖",38,141.8,50,2,3.7,2,"予報",\N,1647547013
1647547062,1,"宮城県沖",38,141.8,50,2,3.7,3,"予報",\N,1647547013
1647583387,1,"福島県沖",37.8,141.6,50,2,3.9,1,"予報",\N,1647583369
1647583388,1,"福島県沖",37.8,141.6,50,2,3.9,2,"予報",\N,1647583369
1647583408,1,"福島県沖",37.8,141.7,50,2,3.7,3,"予報",\N,1647583368
1647583420,1,"福島県沖",37.8,141.7,60,2,3.6,4,"予報",\N,1647583368
1647605547,1,"福島県沖",37.7,141.6,50,2,3.8,1,"予報",\N,1647605528
1647605566,1,"福島県沖",37.7,141.6,50,2,3.6,2,"予報",\N,1647605527
1647605581,1,"福島県沖",37.7,141.7,40,2,3.7,3,"予報",\N,1647605527
1647608715,1,"宮城県沖",37.9,141.8,60,2,4,1,"予報",\N,1647608691
1647608718,1,"宮城県沖",37.9,141.8,60,2,4.3,2,"予報",\N,1647608691
1647608730,1,"宮城県沖",37.9,141.8,50,3,4.7,3,"予報",\N,1647608690
1647608750,1,"宮城県沖",37.9,141.8,50,3,4.7,4,"予報",\N,1647608690
1647608758,1,"宮城県沖",37.9,141.8,50,3,4.7,5,"予報",\N,1647608690
1647613525,1,"岩手県沖",40,142,10,5,5.6,1,"警報",\N,1647613517
1647613526,1,"岩手県沖",40,142,10,5,5.6,2,"警報",\N,1647613517
1647613527,1,"岩手県沖",40,142,10,5,5.6,3,"警報",\N,1647613517
1647613528,1,"岩手県沖",40,142,10,6,5.8,4,"警報",\N,1647613517
1647613529,1,"岩手県沖",40,142.1,20,5,5.8,6,"警報",\N,1647613515
1647613530,1,"岩手県沖",40,142.1,20,5,5.4,8,"警報",\N,1647613515
1647613538,1,"岩手県沖",40,142.1,20,5,5.2,10,"警報",\N,1647613515
1647613550,1,"岩手県沖",40,142.1,10,5,5.3,11,"警報",\N,1647613515
1647613570,1,"岩手県沖",40,142.1,10,5,5.3,12,"警報",\N,1647613516
1647613572,1,"岩手県沖",40,142.1,10,5,5.3,13,"警報",\N,1647613516
