1646594594,1,"宮城県沖",38.4,142.4,10,1,3.5,1,"予報",\N,1646594564
1646594604,1,"宮城県沖",38.4,142.4,10,1,3.6,2,"予報",\N,1646594563
1646594605,1,"宮城県沖",38.4,142.2,30,2,3.4,3,"予報",\N,1646594567
1646594618,1,"宮城県沖",38.4,142.2,30,2,3.5,4,"予報",\N,1646594567
1646616875,1,"宮城県沖",37.8,142.5,10,1,3.6,1,"予報",\N,1646616847
1646616888,1,"宮城県沖",37.9,142.4,10,2,4,2,"予報",\N,1646616848
1646616890,1,"宮城県沖",37.9,142.4,10,2,4,3,"予報",\N,1646616848
1646616906,1,"宮城県沖",37.9,142.4,10,2,3.9,4,"予報",\N,1646616848
1646638579,1,"新潟県上中越沖",37.6,137.5,10,3,4.1,2,"予報",\N,1646638565
1646638580,1,"石川県能登地方",37.4,137.2,10,3,3.8,4,"予報",\N,1646638567
1646638582,1,"石川県能登地方",37.4,137.2,10,3,3.8,5,"予報",\N,1646638567
1646638586,1,"富山湾",37.4,137.3,10,3,3.7,6,"予報",\N,1646638567
1646638599,1,"石川県能登地方",37.5,137.2,10,3,3.8,7,"予報",\N,1646638567
1646638602,1,"石川県能登地方",37.5,137.2,10,3,3.8,8,"予報",\N,1646638567
1646647784,1,"十勝沖",42.1,144.5,20,2,4.5,1,"予報",\N,1646647764
1646647785,1,"十勝沖",42.1,144.5,20,2,4.6,2,"予報",\N,1646647764
1646647797,1,"十勝沖",42.1,144.5,20,3,4.9,3,"予報",\N,1646647764
1646647804,1,"十勝沖",42.2,144.4,10,3,4.9,4,"予報",\N,1646647765
1646647818,1,"釧路沖",42.1,144.6,40,3,4.9,5,"予報",\N,1646647763
1646647831,1,"釧路沖",42.1,144.6,40,3,4.9,6,"予報",\N,1646647763
