1645646017,1,"東シナ海",27.3,125.6,10,3,6.2,1,"予報",\N,1645645981
1645646021,1,"沖縄本島北西沖",26.9,125.9,10,2,5.3,2,"予報",\N,1645645988
1645646022,1,"沖縄本島北西沖",26.8,126.2,20,2,4.9,3,"予報",\N,1645645993
1645646031,1,"沖縄本島北西沖",26.9,126.4,20,2,5,4,"予報",\N,1645645994
1645646037,1,"沖縄本島北西沖",26.9,126.4,20,2,4.9,5,"予報",\N,1645645994
1645646044,1,"沖縄本島北西沖",26.9,126.4,20,3,5.1,6,"予報",\N,1645645994
1645646064,1,"沖縄本島北西沖",26.9,126.4,20,3,5.2,7,"予報",\N,1645645994
1645646071,1,"沖縄本島北西沖",26.9,126.4,20,3,5.2,8,"予報",\N,1645645994
1645679950,1,"宮城県沖",37.8,142.1,10,2,4,1,"予報",\N,1645679926
1645679964,1,"宮城県沖",37.9,142,40,2,4.1,2,"予報",\N,1645679928
1645679967,1,"宮城県沖",37.9,142,40,2,4.1,3,"予報",\N,1645679928
1645679982,1,"宮城県沖",37.9,142,40,2,4.3,4,"予報",\N,1645679929
1645691253,1,"福島県沖",37.7,141.7,60,2,3.5,1,"予報",\N,1645691215
1645691255,1,"福島県沖",37.7,141.7,60,2,3.5,2,"予報",\N,1645691215
1645691269,1,"福島県沖",37.7,141.7,60,2,3.5,3,"予報",\N,1645691215
